Season,Date,Location,Court,Time,Visitor,Home,Division
Fall 2015,10/17/2015,Nebraska Elite,Court 2,5:00pm,3B Blair White 3rd,3B Abraham Lincoln Jr. Lynx 3rd,3rd Grade Bronze
Fall 2015,11/21/2015,Nebraska Elite,Court 2,6:00pm,3B Bellevue Thunder 3rd,3B Abraham Lincoln Jr. Lynx 3rd,3rd Grade Bronze
Fall 2015,11/6/2015,Nebraska Elite,Court 1,7:30pm,3B JCC Lady Lions 3rd,3B Abraham Lincoln Jr. Lynx 3rd,3rd Grade Bronze
Fall 2015,10/23/2015,Nebraska Elite,Court 1,7:30pm,3B Elkhorn Angles 3rd,3B Bellevue Thunder 3rd,3rd Grade Bronze
Fall 2015,10/30/2015,Nebraska Elite,Court 1,7:30pm,3B Elkhorn Elite Red 3rd,3B Bellevue Thunder 3rd,3rd Grade Bronze
Fall 2015,11/14/2015,Nebraska Elite,Court 2,5:00pm,3B Gretna Green 3rd,3B Bellevue Thunder 3rd,3rd Grade Bronze
Fall 2015,12/4/2015,Nebraska Elite,Court 1,7:30pm,3B JCC Lady Lions 3rd,3B Bellevue Thunder 3rd,3rd Grade Bronze
Fall 2015,10/23/2015,Nebraska Elite,Court 1,6:30pm,3B JCC Lady Lions 3rd,3B Blair White 3rd,3rd Grade Bronze
Fall 2015,11/21/2015,Nebraska Elite,Court 2,5:00pm,3B Elkhorn Angles 3rd,3B Blair White 3rd,3rd Grade Bronze
Fall 2015,11/6/2015,Nebraska Elite,Court 1,6:30pm,3B Bellevue Thunder 3rd,3B Blair White 3rd,3rd Grade Bronze
Fall 2015,12/5/2015,Nebraska Elite,Court 2,5:00pm,3B Gretna Green 3rd,3B Blair White 3rd,3rd Grade Bronze
Fall 2015,10/16/2015,Nebraska Elite,Court 1,6:30pm,3B Gretna Green 3rd,3B Elkhorn Angles 3rd,3rd Grade Bronze
Fall 2015,10/31/2015,Nebraska Elite,Court 2,5:00pm,3B Abraham Lincoln Jr. Lynx 3rd,3B Elkhorn Angles 3rd,3rd Grade Bronze
Fall 2015,11/13/2015,Nebraska Elite,Court 1,6:30pm,3B JCC Lady Lions 3rd,3B Elkhorn Angles 3rd,3rd Grade Bronze
Fall 2015,12/5/2015,Nebraska Elite,Court 2,6:00pm,3B Gretna White 3rd,3B Elkhorn Angles 3rd,3rd Grade Bronze
Fall 2015,10/24/2015,Nebraska Elite,Court 2,5:00pm,3B Gretna White 3rd,3B Elkhorn Elite Red 3rd,3rd Grade Bronze
Fall 2015,11/14/2015,Nebraska Elite,Court 2,6:00pm,3B Blair White 3rd,3B Elkhorn Elite Red 3rd,3rd Grade Bronze
Fall 2015,11/7/2015,Nebraska Elite,Court 2,5:00pm,3B Elkhorn Angles 3rd,3B Elkhorn Elite Red 3rd,3rd Grade Bronze
Fall 2015,12/4/2015,Nebraska Elite,Court 1,6:30pm,3B Abraham Lincoln Jr. Lynx 3rd,3B Elkhorn Elite Red 3rd,3rd Grade Bronze
Fall 2015,10/24/2015,Nebraska Elite,Court 2,6:00pm,3B Abraham Lincoln Jr. Lynx 3rd,3B Gretna Green 3rd,3rd Grade Bronze
Fall 2015,11/20/2015,Nebraska Elite,Court 1,7:30pm,3B Elkhorn Elite Red 3rd,3B Gretna Green 3rd,3rd Grade Bronze
Fall 2015,11/7/2015,Nebraska Elite,Court 2,6:00pm,3B Gretna White 3rd,3B Gretna Green 3rd,3rd Grade Bronze
Fall 2015,10/17/2015,Nebraska Elite,Court 2,6:00pm,3B Bellevue Thunder 3rd,3B Gretna White 3rd,3rd Grade Bronze
Fall 2015,10/31/2015,Nebraska Elite,Court 2,6:00pm,3B Blair White 3rd,3B Gretna White 3rd,3rd Grade Bronze
Fall 2015,11/13/2015,Nebraska Elite,Court 1,7:30pm,3B Abraham Lincoln Jr. Lynx 3rd,3B Gretna White 3rd,3rd Grade Bronze
Fall 2015,10/16/2015,Nebraska Elite,Court 1,7:30pm,3B Elkhorn Elite Red 3rd,3B JCC Lady Lions 3rd,3rd Grade Bronze
Fall 2015,10/30/2015,Nebraska Elite,Court 1,6:30pm,3B Gretna Green 3rd,3B JCC Lady Lions 3rd,3rd Grade Bronze
Fall 2015,11/20/2015,Nebraska Elite,Court 1,6:30pm,3B Gretna White 3rd,3B JCC Lady Lions 3rd,3rd Grade Bronze
Fall 2015,10/17/2015,Nebraska Elite,Court 2,10:00am,3GS Elkhorn South Jr. Storm 3rd,3GS Bennington Badgers Oconnor 3rd,3rd Grade Gold/Silver
Fall 2015,11/21/2015,Nebraska Elite,Court 2,9:00am,3GS PLV Monarchs 3rd,3GS Bennington Badgers Oconnor 3rd,3rd Grade Gold/Silver
Fall 2015,11/7/2015,Nebraska Elite,Court 2,1:00pm,3GS Elkhorn Elite Gold 3rd,3GS Bennington Badgers Oconnor 3rd,3rd Grade Gold/Silver
Fall 2015,10/17/2015,Nebraska Elite,Court 2,11:00am,3GS PLV South Titans 3rd,3GS Blair Purple 3rd,3rd Grade Gold/Silver
Fall 2015,10/31/2015,Nebraska Elite,Court 2,1:00pm,3GS Elkhorn South Jr. Storm 3rd,3GS Blair Purple 3rd,3rd Grade Gold/Silver
Fall 2015,11/14/2015,Nebraska Elite,Court 2,1:00pm,3GS Bennington Badgers Oconnor 3rd,3GS Blair Purple 3rd,3rd Grade Gold/Silver
Fall 2015,10/17/2015,Nebraska Elite,Court 2,1:00pm,3GS Lady Grizzlies Black 3rd,3GS Elkhorn Elite Gold 3rd,3rd Grade Gold/Silver
Fall 2015,10/31/2015,Nebraska Elite,Court 2,10:00am,3GS Millard West Black 3rd,3GS Elkhorn Elite Gold 3rd,3rd Grade Gold/Silver
Fall 2015,11/21/2015,Nebraska Elite,Court 2,10:00am,3GS Blair Purple 3rd,3GS Elkhorn Elite Gold 3rd,3rd Grade Gold/Silver
Fall 2015,10/24/2015,Nebraska Elite,Court 2,12:00pm,3GS Elkhorn Elite Gold 3rd,3GS Elkhorn South Jr. Storm 3rd,3rd Grade Gold/Silver
Fall 2015,11/21/2015,Nebraska Elite,Court 2,11:00am,3GS PLV South Titans 3rd,3GS Elkhorn South Jr. Storm 3rd,3rd Grade Gold/Silver
Fall 2015,11/7/2015,Nebraska Elite,Court 2,9:00am,3GS PLV Monarchs 3rd,3GS Elkhorn South Jr. Storm 3rd,3rd Grade Gold/Silver
Fall 2015,10/24/2015,Nebraska Elite,Court 2,9:00am,3GS Blair Purple 3rd,3GS Lady Grizzlies Black 3rd,3rd Grade Gold/Silver
Fall 2015,11/14/2015,Nebraska Elite,Court 2,11:00am,3GS OSA 3rd,3GS Lady Grizzlies Black 3rd,3rd Grade Gold/Silver
Fall 2015,11/21/2015,Nebraska Elite,Court 2,1:00pm,3GS Roncalli Lady Pride 3rd,3GS Lady Grizzlies Black 3rd,3rd Grade Gold/Silver
Fall 2015,12/5/2015,Nebraska Elite,Court 2,10:00am,3GS Elkhorn South Jr. Storm 3rd,3GS Lady Grizzlies Black 3rd,3rd Grade Gold/Silver
Fall 2015,10/24/2015,Nebraska Elite,Court 2,11:00am,3GS Bennington Badgers Oconnor 3rd,3GS Millard West Black 3rd,3rd Grade Gold/Silver
Fall 2015,11/21/2015,Nebraska Elite,Court 2,12:00pm,3GS OSA 3rd,3GS Millard West Black 3rd,3rd Grade Gold/Silver
Fall 2015,11/7/2015,Nebraska Elite,Court 2,12:00pm,3GS Blair Purple 3rd,3GS Millard West Black 3rd,3rd Grade Gold/Silver
Fall 2015,10/24/2015,Nebraska Elite,Court 2,10:00am,3GS Roncalli Lady Pride 3rd,3GS OSA 3rd,3rd Grade Gold/Silver
Fall 2015,10/31/2015,Nebraska Elite,Court 2,9:00am,3GS PLV South Titans 3rd,3GS OSA 3rd,3rd Grade Gold/Silver
Fall 2015,11/7/2015,Nebraska Elite,Court 2,11:00am,3GS Elkhorn South Jr. Storm 3rd,3GS OSA 3rd,3rd Grade Gold/Silver
Fall 2015,12/5/2015,Nebraska Elite,Court 2,9:00am,3GS Bennington Badgers Oconnor 3rd,3GS OSA 3rd,3rd Grade Gold/Silver
Fall 2015,10/17/2015,Nebraska Elite,Court 2,12:00pm,3GS OSA 3rd,3GS PLV Monarchs 3rd,3rd Grade Gold/Silver
Fall 2015,10/31/2015,Nebraska Elite,Court 2,11:00am,3GS Lady Grizzlies Black 3rd,3GS PLV Monarchs 3rd,3rd Grade Gold/Silver
Fall 2015,11/14/2015,Nebraska Elite,Court 2,10:00am,3GS Millard West Black 3rd,3GS PLV Monarchs 3rd,3rd Grade Gold/Silver
Fall 2015,12/5/2015,Nebraska Elite,Court 2,12:00pm,3GS Elkhorn Elite Gold 3rd,3GS PLV Monarchs 3rd,3rd Grade Gold/Silver
Fall 2015,10/24/2015,Nebraska Elite,Court 2,1:00pm,3GS PLV Monarchs 3rd,3GS PLV South Titans 3rd,3rd Grade Gold/Silver
Fall 2015,11/14/2015,Nebraska Elite,Court 2,12:00pm,3GS Lady Grizzlies Black 3rd,3GS PLV South Titans 3rd,3rd Grade Gold/Silver
Fall 2015,11/7/2015,Nebraska Elite,Court 2,10:00am,3GS Roncalli Lady Pride 3rd,3GS PLV South Titans 3rd,3rd Grade Gold/Silver
Fall 2015,12/5/2015,Nebraska Elite,Court 2,1:00pm,3GS Millard West Black 3rd,3GS PLV South Titans 3rd,3rd Grade Gold/Silver
Fall 2015,10/17/2015,Nebraska Elite,Court 2,9:00am,3GS Millard West Black 3rd,3GS Roncalli Lady Pride 3rd,3rd Grade Gold/Silver
Fall 2015,10/31/2015,Nebraska Elite,Court 2,12:00pm,3GS Bennington Badgers Oconnor 3rd,3GS Roncalli Lady Pride 3rd,3rd Grade Gold/Silver
Fall 2015,11/14/2015,Nebraska Elite,Court 2,9:00am,3GS Elkhorn Elite Gold 3rd,3GS Roncalli Lady Pride 3rd,3rd Grade Gold/Silver
Fall 2015,12/5/2015,Nebraska Elite,Court 2,11:00am,3GS Blair Purple 3rd,3GS Roncalli Lady Pride 3rd,3rd Grade Gold/Silver
Fall 2015,10/16/2015,Nebraska Elite,Court 2,6:30pm,4B Blair White 4th,4B Abraham Lincoln Jr. Lynz 4th,4th Grade Bronze
Fall 2015,11/20/2015,Nebraska Elite,Court 1,5:30pm,4B Elkhorn Elite Black 4th,4B Abraham Lincoln Jr. Lynz 4th,4th Grade Bronze
Fall 2015,11/6/2015,Nebraska Elite,Court 2,6:30pm,4B JCC Lady Lions 4th,4B Abraham Lincoln Jr. Lynz 4th,4th Grade Bronze
Fall 2015,10/17/2015,Nebraska Elite,Court 2,7:00pm,4B Gretna Whyte 4th,4B Bellevue Thunder 4th,4th Grade Bronze
Fall 2015,10/30/2015,Nebraska Elite,Court 2,5:30pm,4B Abraham Lincoln Jr. Lynz 4th,4B Bellevue Thunder 4th,4th Grade Bronze
Fall 2015,11/21/2015,Nebraska Elite,Court 2,4:00pm,4B CB Pink Panthers 4th,4B Bellevue Thunder 4th,4th Grade Bronze
Fall 2015,10/23/2015,Nebraska Elite,Court 2,7:30pm,4B Elkhorn Elite Black 4th,4B Bennington Badgers Blue 4th,4th Grade Bronze
Fall 2015,11/20/2015,Nebraska Elite,Court 2,7:30pm,4B Elkhorn Elite White 4th,4B Bennington Badgers Blue 4th,4th Grade Bronze
Fall 2015,11/7/2015,Nebraska Elite,Court 2,7:00pm,4B OSA 3rd/4th,4B Bennington Badgers Blue 4th,4th Grade Bronze
Fall 2015,12/4/2015,Nebraska Elite,Court 2,7:30pm,4B Westside White 4th,4B Bennington Badgers Blue 4th,4th Grade Bronze
Fall 2015,10/23/2015,Nebraska Elite,Court 1,5:30pm,4B Bellevue Thunder 4th,4B Blair White 4th,4th Grade Bronze
Fall 2015,11/21/2015,Nebraska Elite,Court 1,9:00am,4B Millard West Green 4th,4B Blair White 4th,4th Grade Bronze
Fall 2015,11/7/2015,Nebraska Elite,Court 1,9:00am,4B CB Pink Panthers 4th,4B Blair White 4th,4th Grade Bronze
Fall 2015,10/17/2015,Nebraska Elite,Court 2,4:00pm,4B Bennington Badgers Blue 4th,4B CB Pink Panthers 4th,4th Grade Bronze
Fall 2015,10/31/2015,Nebraska Elite,Court 2,4:00pm,4B Gretna Whyte 4th,4B CB Pink Panthers 4th,4th Grade Bronze
Fall 2015,11/14/2015,Nebraska Elite,Court 2,7:00pm,4B Abraham Lincoln Jr. Lynz 4th,4B CB Pink Panthers 4th,4th Grade Bronze
Fall 2015,12/4/2015,Nebraska Elite,Court 2,6:30pm,4B JCC Lady Lions 4th,4B CB Pink Panthers 4th,4th Grade Bronze
Fall 2015,10/16/2015,Nebraska Elite,Court 1,5:30pm,4B Elkhorn Elite White 4th,4B Elkhorn Elite Black 4th,4th Grade Bronze
Fall 2015,10/30/2015,Nebraska Elite,Court 1,5:30pm,4B Westside Red 4th,4B Elkhorn Elite Black 4th,4th Grade Bronze
Fall 2015,11/14/2015,Nebraska Elite,Court 2,4:00pm,4B Blair White 4th,4B Elkhorn Elite Black 4th,4th Grade Bronze
Fall 2015,12/5/2015,Nebraska Elite,Court 2,7:00pm,4B Bellevue Thunder 4th,4B Elkhorn Elite Black 4th,4th Grade Bronze
Fall 2015,10/24/2015,Nebraska Elite,Court 1,9:00am,4B Millard West Green 4th,4B Elkhorn Elite White 4th,4th Grade Bronze
Fall 2015,11/13/2015,Nebraska Elite,Court 2,7:30pm,4B Westside White 4th,4B Elkhorn Elite White 4th,4th Grade Bronze
Fall 2015,11/6/2015,Nebraska Elite,Court 2,7:30pm,4B PLV South Titans Blue 4th,4B Elkhorn Elite White 4th,4th Grade Bronze
Fall 2015,12/5/2015,Nebraska Elite,Court 2,4:00pm,4B Westside Red 4th,4B Elkhorn Elite White 4th,4th Grade Bronze
Fall 2015,10/23/2015,Nebraska Elite,Court 2,5:30pm,4B JCC Lady Lions 4th,4B Gretna Whyte 4th,4th Grade Bronze
Fall 2015,11/21/2015,Nebraska Elite,Court 2,7:00pm,4B OSA 3rd/4th,4B Gretna Whyte 4th,4th Grade Bronze
Fall 2015,11/6/2015,Nebraska Elite,Court 2,5:30pm,4B Elkhorn Elite Black 4th,4B Gretna Whyte 4th,4th Grade Bronze
Fall 2015,10/16/2015,Nebraska Elite,Court 2,5:30pm,4B Westside Red 4th,4B JCC Lady Lions 4th,4th Grade Bronze
Fall 2015,10/30/2015,Nebraska Elite,Court 2,7:30pm,4B Blair White 4th,4B JCC Lady Lions 4th,4th Grade Bronze
Fall 2015,11/13/2015,Nebraska Elite,Court 2,5:30pm,4B Bellevue Thunder 4th,4B JCC Lady Lions 4th,4th Grade Bronze
Fall 2015,10/16/2015,Nebraska Elite,Court 2,7:30pm,4B PLV South Titans Blue 4th,4B Millard West Green 4th,4th Grade Bronze
Fall 2015,10/30/2015,Nebraska Elite,Court 2,6:30pm,4B Bennington Badgers Blue 4th,4B Millard West Green 4th,4th Grade Bronze
Fall 2015,11/13/2015,Nebraska Elite,Court 2,6:30pm,4B Gretna Whyte 4th,4B Millard West Green 4th,4th Grade Bronze
Fall 2015,12/4/2015,Nebraska Elite,Court 1,5:30pm,4B Abraham Lincoln Jr. Lynz 4th,4B Millard West Green 4th,4th Grade Bronze
Fall 2015,10/17/2015,Nebraska Elite,Court 1,9:00am,4B Westside White 4th,4B OSA 3rd/4th,4th Grade Bronze
Fall 2015,10/31/2015,Nebraska Elite,Court 1,9:00am,4B Elkhorn Elite White 4th,4B OSA 3rd/4th,4th Grade Bronze
Fall 2015,11/14/2015,Nebraska Elite,Court 1,9:00am,4B Westside Red 4th,4B OSA 3rd/4th,4th Grade Bronze
Fall 2015,12/5/2015,Nebraska Elite,Court 1,9:00am,4B Blair White 4th,4B OSA 3rd/4th,4th Grade Bronze
Fall 2015,10/24/2015,Nebraska Elite,Court 2,7:00pm,4B OSA 3rd/4th,4B PLV South Titans Blue 4th,4th Grade Bronze
Fall 2015,10/31/2015,Nebraska Elite,Court 2,7:00pm,4B Westside White 4th,4B PLV South Titans Blue 4th,4th Grade Bronze
Fall 2015,11/13/2015,Nebraska Elite,Court 1,5:30pm,4B Bennington Badgers Blue 4th,4B PLV South Titans Blue 4th,4th Grade Bronze
Fall 2015,12/4/2015,Nebraska Elite,Court 2,5:30pm,4B Gretna Whyte 4th,4B PLV South Titans Blue 4th,4th Grade Bronze
Fall 2015,10/24/2015,Nebraska Elite,Court 2,4:00pm,4B CB Pink Panthers 4th,4B Westside Red 4th,4th Grade Bronze
Fall 2015,11/20/2015,Nebraska Elite,Court 2,6:30pm,4B PLV South Titans Blue 4th,4B Westside Red 4th,4th Grade Bronze
Fall 2015,11/7/2015,Nebraska Elite,Court 2,4:00pm,4B Millard West Green 4th,4B Westside Red 4th,4th Grade Bronze
Fall 2015,10/23/2015,Nebraska Elite,Court 2,6:30pm,4B Abraham Lincoln Jr. Lynz 4th,4B Westside White 4th,4th Grade Bronze
Fall 2015,11/20/2015,Nebraska Elite,Court 2,5:30pm,4B JCC Lady Lions 4th,4B Westside White 4th,4th Grade Bronze
Fall 2015,11/6/2015,Nebraska Elite,Court 1,5:30pm,4B Bellevue Thunder 4th,4B Westside White 4th,4th Grade Bronze
Fall 2015,10/24/2015,Nebraska Elite,Court 1,1:00pm,4GSA Millard West Black 4th,4GSA Elkhorn Elite Gold 4th,4th Grade Gold/Silver A
Fall 2015,11/21/2015,Nebraska Elite,Court 2,3:00pm,4GSA Omaha Crush 4th,4GSA Elkhorn Elite Gold 4th,4th Grade Gold/Silver A
Fall 2015,11/7/2015,Nebraska Elite,Court 1,1:00pm,4GSA Westside Black 4th,4GSA Elkhorn Elite Gold 4th,4th Grade Gold/Silver A
Fall 2015,10/24/2015,Nebraska Elite,Court 2,3:00pm,4GSA PLV Monarchs 4th,4GSA Marian Jr Crusaders Black 4th,4th Grade Gold/Silver A
Fall 2015,11/8/2015,Nebraska Elite,Court 1,10:00am,4GSA Marian Jr Cursaders White 4th,4GSA Marian Jr Crusaders Black 4th,4th Grade Gold/Silver A
Fall 2015,12/5/2015,Nebraska Elite,Court 1,1:00pm,4GSA Elkhorn Elite Gold 4th,4GSA Marian Jr Crusaders Black 4th,4th Grade Gold/Silver A
Fall 2015,12/5/2015,Nebraska Elite,Court 2,2:00pm,4GSA Millard West Black 4th,4GSA Marian Jr Crusaders Black 4th,4th Grade Gold/Silver A
Fall 2015,10/17/2015,Nebraska Elite,Court 2,3:00pm,4GSA Millard South 4th,4GSA Marian Jr Cursaders White 4th,4th Grade Gold/Silver A
Fall 2015,11/1/2015,Nebraska Elite,Court 1,10:00am,4GSA Elkhorn Elite Gold 4th,4GSA Marian Jr Cursaders White 4th,4th Grade Gold/Silver A
Fall 2015,11/15/2015,Nebraska Elite,Court 1,10:00am,4GSA Westside Black 4th,4GSA Marian Jr Cursaders White 4th,4th Grade Gold/Silver A
Fall 2015,12/6/2015,Nebraska Elite,Court 1,10:00am,4GSA PLV Monarchs 4th,4GSA Marian Jr Cursaders White 4th,4th Grade Gold/Silver A
Fall 2015,10/17/2015,Nebraska Elite,Court 1,1:00pm,4GSA Elkhorn Elite Gold 4th,4GSA Millard South 4th,4th Grade Gold/Silver A
Fall 2015,11/21/2015,Nebraska Elite,Court 1,1:00pm,4GSA Marian Jr Crusaders Black 4th,4GSA Millard South 4th,4th Grade Gold/Silver A
Fall 2015,11/7/2015,Nebraska Elite,Court 2,2:00pm,4GSA PLV Monarchs 4th,4GSA Millard South 4th,4th Grade Gold/Silver A
Fall 2015,10/24/2015,Nebraska Elite,Court 2,2:00pm,4GSA Westside Black 4th,4GSA Millard West Black 4th,4th Grade Gold/Silver A
Fall 2015,11/14/2015,Nebraska Elite,Court 2,3:00pm,4GSA Millard South 4th,4GSA Millard West Black 4th,4th Grade Gold/Silver A
Fall 2015,11/22/2015,Nebraska Elite,Court 1,10:00am,4GSA Marian Jr Cursaders White 4th,4GSA Millard West Black 4th,4th Grade Gold/Silver A
Fall 2015,11/7/2015,Nebraska Elite,Court 2,3:00pm,4GSA Omaha Crush 4th,4GSA Millard West Black 4th,4th Grade Gold/Silver A
Fall 2015,10/25/2015,Nebraska Elite,Court 1,10:00am,4GSA Marian Jr Cursaders White 4th,4GSA Omaha Crush 4th,4th Grade Gold/Silver A
Fall 2015,10/31/2015,Nebraska Elite,Court 2,2:00pm,4GSA Marian Jr Crusaders Black 4th,4GSA Omaha Crush 4th,4th Grade Gold/Silver A
Fall 2015,11/14/2015,Nebraska Elite,Court 1,1:00pm,4GSA Millard South 4th,4GSA Omaha Crush 4th,4th Grade Gold/Silver A
Fall 2015,12/5/2015,Nebraska Elite,Court 2,3:00pm,4GSA Westside Black 4th,4GSA Omaha Crush 4th,4th Grade Gold/Silver A
Fall 2015,10/17/2015,Nebraska Elite,Court 2,2:00pm,4GSA Omaha Crush 4th,4GSA PLV Monarchs 4th,4th Grade Gold/Silver A
Fall 2015,10/31/2015,Nebraska Elite,Court 1,1:00pm,4GSA Millard West Black 4th,4GSA PLV Monarchs 4th,4th Grade Gold/Silver A
Fall 2015,11/14/2015,Nebraska Elite,Court 2,2:00pm,4GSA Elkhorn Elite Gold 4th,4GSA PLV Monarchs 4th,4th Grade Gold/Silver A
Fall 2015,10/18/2015,Nebraska Elite,Court 1,10:00am,4GSA Marian Jr Crusaders Black 4th,4GSA Westside Black 4th,4th Grade Gold/Silver A
Fall 2015,10/31/2015,Nebraska Elite,Court 2,3:00pm,4GSA Millard South 4th,4GSA Westside Black 4th,4th Grade Gold/Silver A
Fall 2015,11/21/2015,Nebraska Elite,Court 2,2:00pm,4GSA PLV Monarchs 4th,4GSA Westside Black 4th,4th Grade Gold/Silver A
Fall 2015,10/17/2015,Nebraska Elite,Court 1,10:00am,4SB Gretna Rose 4th,4SB Blair Purple 4th,4th Grade Gold/Silver B
Fall 2015,10/31/2015,Nebraska Elite,Court 1,12:00pm,4SB Harlan Cyclones Red 4th,4SB Blair Purple 4th,4th Grade Gold/Silver B
Fall 2015,11/14/2015,Nebraska Elite,Court 1,10:00am,4SB Marian Jr Cursaders Blue 4th,4SB Blair Purple 4th,4th Grade Gold/Silver B
Fall 2015,11/21/2015,Nebraska Elite,Court 1,11:00am,4SB Harlan Cyclones White 4th,4SB Blair Purple 4th,4th Grade Gold/Silver B
Fall 2015,10/17/2015,Nebraska Elite,Court 1,11:00am,4SB Wahoops 4th,4SB Elkhorn Elite Blue 4th,4th Grade Gold/Silver B
Fall 2015,11/21/2015,Nebraska Elite,Court 1,12:00pm,4SB Blair Purple 4th,4SB Elkhorn Elite Blue 4th,4th Grade Gold/Silver B
Fall 2015,11/7/2015,Nebraska Elite,Court 1,11:00am,4SB Harlan Cyclones White 4th,4SB Elkhorn Elite Blue 4th,4th Grade Gold/Silver B
Fall 2015,12/6/2015,Nebraska Elite,Court 1,9:00am,4SB Marian Jr Cursaders Blue 4th,4SB Elkhorn Elite Blue 4th,4th Grade Gold/Silver B
Fall 2015,10/18/2015,Nebraska Elite,Court 1,9:00am,4SB Harlan Cyclones Red 4th,4SB Elkhorn Elite Red 4th,4th Grade Gold/Silver B
Fall 2015,11/15/2015,Nebraska Elite,Court 1,9:00am,4SB Elkhorn Elite Blue 4th,4SB Elkhorn Elite Red 4th,4th Grade Gold/Silver B
Fall 2015,11/8/2015,Nebraska Elite,Court 1,9:00am,4SB Blair Purple 4th,4SB Elkhorn Elite Red 4th,4th Grade Gold/Silver B
Fall 2015,12/5/2015,Nebraska Elite,Court 1,11:00am,4SB Gretna Rose 4th,4SB Elkhorn Elite Red 4th,4th Grade Gold/Silver B
Fall 2015,10/24/2015,Nebraska Elite,Court 1,12:00pm,4SB Harlan Cyclones White 4th,4SB Gretna Rose 4th,4th Grade Gold/Silver B
Fall 2015,10/31/2015,Nebraska Elite,Court 1,11:00am,4SB Elkhorn Elite Blue 4th,4SB Gretna Rose 4th,4th Grade Gold/Silver B
Fall 2015,11/14/2015,Nebraska Elite,Court 1,12:00pm,4SB Harlan Cyclones Red 4th,4SB Gretna Rose 4th,4th Grade Gold/Silver B
Fall 2015,10/24/2015,Nebraska Elite,Court 1,10:00am,4SB Elkhorn Elite Blue 4th,4SB Harlan Cyclones Red 4th,4th Grade Gold/Silver B
Fall 2015,10/24/2015,Nebraska Elite,Court 1,11:00am,4SB Wahoops 4th,4SB Harlan Cyclones Red 4th,4th Grade Gold/Silver B
Fall 2015,11/7/2015,Nebraska Elite,Court 1,10:00am,4SB Marian Jr Cursaders Blue 4th,4SB Harlan Cyclones Red 4th,4th Grade Gold/Silver B
Fall 2015,10/17/2015,Nebraska Elite,Court 1,12:00pm,4SB Marian Jr Cursaders Blue 4th,4SB Harlan Cyclones White 4th,4th Grade Gold/Silver B
Fall 2015,11/1/2015,Nebraska Elite,Court 1,9:00am,4SB Elkhorn Elite Red 4th,4SB Harlan Cyclones White 4th,4th Grade Gold/Silver B
Fall 2015,11/14/2015,Nebraska Elite,Court 1,11:00am,4SB Wahoops 4th,4SB Harlan Cyclones White 4th,4th Grade Gold/Silver B
